,
,
"die Krankenschwester, -n ",Meine Cousine möchte gern Krankenschwester werden.
"der Krankenwagen, - ",Wir müssen einen Krankenwagen rufen.
"die Krankheit, -en",1. Gegen welche Krankheiten sollte ich mich impfen lassen?
"der Kredit, -e",2. Was für eine Krankheit hat Herr Brandl?
"die Kreditkarte, -n ",1. Ich habe den Wagen auf Kredit gekauft.2. Wir haben von der Bank einen Kredit bekommen.
"der Kreis, -e",Kann ich mit Kreditkarte zahlen?
"das Kreuz, -e",1. Die Kinder sitzen im Kindergarten im Kreis. 2. Unser Ort gehört zum Kreis Frankfurt. 3. Bitte malt jetzt alle einen Kreis in euer Heft. Was bedeutet dieses Kreuz hier?
" die Kreuzung, -en",Fahren Sie an der nächsten Kreuzung rechts.
"kriegen, kriegt, kriegte, hat gekriegt",(siehe bekommen)
Kriminal-,-------------
die Kriminalpolizei,1. Ein Nachbar von uns arbeitet bei der Kriminalpolizei. 
"der Krimi, -s",2. Heute Abend kommt ein spannender Krimi im Fernsehen.
kritisieren,Kritisier mich nicht so oft.
"die Kritik, -en",1. Es gibt viel Kritik an der Politik der Regierung. 2. Dieser Film hat sehr gute Kritiken bekommen.
kritisch,Es gab eine Diskussion über die Lebensmittelpreise. Ein Journalist hat kritische Fragen gestellt.
"die Küche, -n","1. Ich suche eine Wohnung mit 3 Zimmern, Küche und Bad. 2. Ich mag die deutsche Küche."
"der Kuchen, - ",Ich habe einen Kuchen gebacken.
"der Kugelschreiber, -",Mein Kugelschreiber ist weg.
der Kuli,Hast du einen Kuli für mich?
"die Kuh, -""e",Mein Großvater hatte noch Schafe und Kühe.
kühl,Es ist kühl draußen. Zieh dir eine Jacke an.
"der Kühlschrank, -""e ",Stell die Milch in den Kühlschrank!
"die Kultur, -en",Ich interessiere mich für andere Länder und Kulturen.
kulturell,Es gibt große kulturelle Unterschiede zwischen den Ländern.
"kümmern, kümmert, kümmerte, hat gekümmert",1. Ich kann nicht arbeiten. Ich muss mich um die Kinder kümmern. 2. Ich habe keine Zeit. Ich muss mich um das Essen kümmern.
"der Kunde, -n","1. Herr Sommer ist schon lange bei mir Kunde. Ich habe ihm einen Sonder- preis gegeben. 2. Einen Augenblick, bitte. Ich habe eine Kundin."
"kündigen, kündigt, kündigte, hat gekündigt",1. Ich war mit meiner Stelle nicht zufrieden und habe gekündigt. 2. Hast du deine Wohnung schon gekündigt? 3. Ich möchte die Zeitschrift nicht mehr. – Dann musst du schriftlich kündigen.
"die Kündigung, -en",Ich habe die Kündigung bekommen. Jetzt bin ich arbeitslos.
"die Kunst, -""e",Ich verstehe nichts von moderner Kunst.
"der Künstler, -",In diesem Stadtteil wohnen viele Künstler. Neben uns wohnt ein Musiker.
künstlich,Ich mag kein künstliches Licht. 
"der Kunststoff, -e",Der Stuhl ist aus Kunststoff.
"der Kurs, -e ",Ich besuche regelmäßig einen Deutschkurs.
der Kursleiter / -in,Die Kursleiterin geht mit unserem Kurs manchmal in den Computer- raum .
"die Kurve, -n",1. Fahr bitte nicht so schnell in die Kurven. 2. Achtung. Das Stauende ist gleich hinter einer Kurve.
kurz,1. Ricardo hat kurze Haare. 2. Kann ich Sie kurz sprechen? 3. Kurz vor 8 Uhr hat das Telefon geklingelt. 4. Mein Mann ist kurz nach mir gekommen. 5. Ich bin vor Kurzem nach München gezogen. 6. Ich wohne seit Kurzem in München. 7. Ich habe das Kleid kürzer machen lassen.
"küssen, küsst, küsste, hat geküsst",1. Zum Abschied haben wir uns alle geküsst. 2. Klaus nahm Heidi in den Arm und küsste sie.
"der Kuss, -""e",Gib der Mama einen Kuss.
"die Küste, -n", Unser Dorf liegt direkt an der Küste.
,
,
"das Labor, -s",Wir schicken die Probe ins Labor.
"lächeln, lächelt, lächelte, hat gelächelt",Schauen Sie in die Kamera. Bitte lächeln!
"lachen, lacht, lachte, hat gelacht",1. Lachen ist gesund. 2. Wir haben viel gelacht. 3. Die Kinder haben über den Clown gelacht.
"der Laden, -""",1. Dieses Kleid habe ich in einem Laden im Zentrum gekauft.2. Mein Bruder hat einen kleinen Zeitungsladen.
die Lage ,Wir suchen eine Wohnung in zentraler Lage.
"das Lager, -","Ich weiß nicht, ob wir diesen Schuh in Ihrer Größe haben. Ich sehe mal im Lager nach."
"die Lampe, -n",1. Ich habe mir eine neue Lampe gekauft. 2. Mach doch bitte die Lampe an. Es ist so dunkel hier.
"das Land, -""er",1. Deutschland ist ein schönes Land. 2. Möchten Sie lieber auf dem Land oder in der Stadt wohnen? 3. Wir haben ein Stück Land gekauft und wollen dort bauen. 4. In welchen Ländern warst du schon?
"landen, landet, landete, ist gelandet",1. Wir sind erst um 20 Uhr in München gelandet. 2. Wegen starken Nebels konnte die Maschine nicht in Frankfurt landen.
"die Landung, -en ",Bei der Landung müssen Sie sich anschnallen.
die Landwirtschaft,Auf dem Land arbeiten die meisten Leute in der Landwirtschaft.
lang,1. Der Teppich ist 3 m lang und 2 m breit. 2. Meine Schwester hat mir einen langen Brief geschrieben. 3. Die Hose ist zu lang. Können Sie sie kürzer machen?
die Länge,"Mein Schreibtisch hat die Maße: Länge: 1.20 m, Breite: 0,85 m, Höhe: 0,75 m."
lang(e),1. Wie lange dauert die Fahrt von Hamburg nach Berlin? 2. Wie lange bist du schon in Deutschland? 3. Wartest du schon lange? 4. Wir sind noch lange nicht fertig mit der Arbeit. 5. Wir haben lange gefrühstückt. 6. Beim Arzt muss man oft lange warten. 7. Ich komme gleich. Es dauert nicht lange.
längst,Wann reparierst du die Heizung? – Die habe ich schon längst repariert.
langsam,1. Könnten Sie bitte etwas langsamer sprechen? 2. Es wird langsam kalt. Es wird Herbst. 
langweilig ,Der Film war sehr langweilig.
der Lärm,Die Flugzeuge machen einen schrecklichen Lärm.
"lassen, lässt, ließ, hat gelassen",1. Ich habe mein Gepäck am Bahnhof gelassen. 2. Am Samstag lasse ich mir die Haare schneiden. 3. Ich lasse meine Kinder abends nur eine Stunde fernsehen. 4. Kann ich mein Auto hier stehen lassen? 5. Wo habe ich nur meine Brille gelassen? 6. Ich habe meinen Anzug reinigen lassen. 7. Ich kann meine kleine Tochter noch nicht allein lassen. 8. Lass mich in Ruhe. Ich muss arbeiten.
"der Laster, -",Auf der Autobahn waren so viele Laster. Deshalb hat es so lange gedauert.
"laufen, läuft, lief, ist gelaufen","1. Ich bin gestern 100 m in 10,4 Sekunden gelaufen. 2. Bist du mit dem Auto hier? – Nein, ich bin gelaufen. 3. Jeden Morgen gehe ich eine halbe Stunde laufen. 4. Wann läuft der Film? 5. Wie geht ́s? – Danke, das Geschäft läuft gut."
"das Laufwerk, -e ",Für meinen Computer habe ich mir ein neues Laufwerk gekauft.
"die Laune, -n","Heute geht es mir besser, aber gestern hatte ich richtig schlechte Laune."
laut,1. Lass uns gehen. Hier ist es mir zu laut. 2. Können Sie bitte etwas lauter sprechen?
"der Lautsprecher, -",Bitte achten Sie auch auf die Lautsprecher-Ansagen am Bahnhof.
"leben, lebt, lebte, hat gelebt",1. Leben Ihre Großeltern noch? 2. Herr Müller hat lange im Ausland gelebt. 3. Von der Rente allein kann meine Tante nicht leben. 4. Ich lebe noch bei meinen Eltern.
das Leben,1. Ich habe mich an das Leben in Deutschland gewöhnt. 2. Hier ist das Leben teuer.
,
,
"der Lebenslauf, -""e ",Ich soll beim Arbeitsamt meinen Lebenslauf abgeben.
die Lebensmittel (Pl.),1. Lebensmittel werden immer teurer. 2. Meine Lebensmittel kaufe ich im Supermarkt. 
das Leder,Ist die Tasche aus Leder? 
ledig,Wie ist Ihr Familienstand? – Ledig.
leer,1. Das Restaurant war fast leer. 2. Die Kanne ist fast leer. Ich mache uns neuen Tee.
"legen, legt, legte, hat gelegt",1. Ich habe Ihnen die Briefe auf den Schreibtisch gelegt.2. Legen Sie die Zeitungen bitte dort ins Regal.
die Lehre ,Mein Cousin will eine dreijährige Lehre machen.
"der Lehrer, -",1. Meine Frau ist Lehrerin. 2. Der Lehrer hat heute viele Hausaufgaben gegeben.
"der Lehrling, -e",Als Lehrling verdient man nicht sehr viel Geld.
leicht,"1. Der Koffer ist ganz leicht. Ich kann ihn allein tragen. 2. Es ist nicht leicht, Deutsch zu lernen."
"leidtun, tut leid, tat leid, hat leidgetan","1. Die Frau tut mir leid. 2. Wie komme ich zum Bahnhof? – Tut mir leid, das weiß ich nicht. 3. Es tut mir leid, dass ich Ihnen nicht helfen kann."
"leiden, leidet, litt, hat gelitten",1. Hans leidet an einer schweren Krankheit. 2. Anna leidet sehr unter der Hitze.
leider,1. Da kann ich Ihnen leider nicht helfen. 2. Hast du schon eine Antwort auf deinen Brief? – Leider nicht. 3. Leider kann ich nicht kommen. Ich muss zum Arzt.
"leihen, leiht, lieh, hat geliehen",1. Ich habe mir von meinem Bruder 50 Euro geliehen. 2. Kannst du mir bis morgen fünf Euro leihen? 3. Ich kann dir mein Fahrrad leihen. 4. Ich habe meinem Freund Geld geliehen. 5 Sie können das Buch in der Bibliothek ausleihen.
leise,1. Seid leise. Die anderen schlafen schon.2. Könntest du das Radio bitte etwas leiser stellen?
"leisten, leistet, leistete, hat geleistet",1. So ein teures Auto kann ich mir leider nicht leisten. 2. Bei einem Unfall muss jeder Erste Hilfe leisten.
"die Leistung, -en",Die Leistungen Ihrer Tochter sind im letzten Schuljahr besser geworden.
"leiten, leitet, leitete, hat geleitet",Wer leitet den Kurs?
"der Leiter,- ",Wie heißt der Leiter der Schule?
"die Leitung, -en","1. Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung.2. Tut mir leid, alle Leitungen sind besetzt. 3. Wir müssen eine neue Leitung legen lassen."
"die Leiter, -n",Haben Sie eine Leiter für mich? Ich will eine Lampe anschließen.
"lernen, lernt, lernte, hat gelernt",1. Meine Kinder haben sehr gut Deutsch gelernt. 2. Wie lange lernen Sie schon Deutsch?
"lesen, liest, las, hat gelesen","1. Ich habe gelesen, dass es ab heute Sonderangebote gibt. 2. Deine Schrift kann ich nicht gut lesen. 3. In der Schule lesen wir ein Buch von Goethe."
letzt-,1. Was hast du letzte Woche gemacht? 2. Ich wohne im letzten Haus auf der rechten Seite. 3. Wann haben Sie Ihre Familie das letzte Mal gesehen?
die Leute (Pl.) ,Auf der Party waren nur wenige Leute.
"das Licht, -er",1. Kannst du bitte Licht machen? Ich kann so nichts sehen. 2. Es ist so dunkel. Wo macht man hier das Licht an?
"lieben, liebt, liebte, hat geliebt","1. Ich liebe meine Familie. 2. Meine Frau liebt ihren Beruf. 3. Wir sind schon lange verheiratet, aber wir lieben uns immer noch."
"das Lied, -er",1. Liebe Frau Meier! 2. Vielen Dank für deine Hilfe. Das ist sehr lieb von dir. 3. Die Kinder waren heute sehr lieb.
lieb,1. Wir haben aus Liebe geheiratet. 2. Für mich ist das Wichtigste die Liebe zu meiner Familie und zu meinen Kindern. 3. Die Kinder haben die Geschenke mit viel Liebe gemacht.
die Liebe,"z. B. Lieblingsfarbe, Lieblingsfilm, Lieblingsessen"
Lieblings-,Zu deinem Geburtstag singen wir dir ein Lied.
,
,
"liefern, liefert, lieferte, hat geliefert",Wir liefern Ihnen das Regal direkt ins Haus.
"die Lieferung, -en",Sie bezahlen erst bei Lieferung.
"liegen, liegt, lag, hat gelegen / ist gelegen",1. Der Brief liegt schon auf Ihrem Schreibtisch.2. Judith liegt noch im Bett. 3. Er liegt schon seit drei Wochen im Krankenhaus. 4. Frankfurt liegt am Main. 5. In den Bergen liegt schon Schnee.
"der Lift, -e ",Im Büro ist leider der Lift kaputt. 
"die Limonade, -n ",Die Limonade ist sehr süß.
"die Linie, -n",Zum Hauptbahnhof können Sie mit der Linie 8 fahren.
links,1. An der Kreuzung müssen Sie nach links abbiegen.2. Gehen Sie die nächste Straße links.
link-,1. Er hat sich das linke Bein gebrochen. 2. Das Haus ist auf der linken Seite.
"die Lippe, -n",Es ist sehr kalt. Meine Lippen sind ganz trocken.
"die Liste, -n",Was brauchen wir für die Party? – Mach doch eine Einkaufsliste.
"der LKW, -s (der Lastkraftwagen, -n)",Mein Mann ist LKW-Fahrer.
"loben, lobt, lobte, hat gelobt",Ich habe alle Hausaufgaben gemacht. Der Lehrer hat mich heute gelobt.
"das Loch, -""er","1. Ich habe ein Loch im Zahn. Ich muss zum Zahnarzt. 2. Deine Hose hat ein Loch. – Ich weiß, sie ist schon alt."
locker,Lassen Sie bitte die Arme ganz locker und atmen Sie tief ein.
"der Löffel, - ","Bitte, bringen Sie mir einen Löffel."
"der Lohn, -""e",1. Wie hoch ist Ihr Lohn? 2. Die Löhne sind hier sehr niedrig.
"lohnen sich, lohnt sich, lohnte sich, hat sich gelohnt",Für drei Tage zu meinen Eltern fahren lohnt sich nicht. Es ist zu weit.
"das Lokal, -e los",Gibt es hier in der Nähe ein gemütliches Lokal?
"losfahren, fährt los, fuhr los, ist losgefahren",1. Los! Beeilt euch! 2. Gibt es ein Problem? Was ist denn los? 3. Achtung – fertig – los!Wir fahren um 8 Uhr los. Sei bitte pünktlich.
"löschen, löscht, löschte, hat gelöscht",1. Du kannst die Datei löschen. Ich brauche sie nicht mehr.2. Das Feuer wurde schnell gelöscht.
"lösen, löst, löste, hat gelöst",1. Wir müssen dieses Problem lösen. 2. Sie können die Fahrkarten auch am Automaten lösen.
"die Lösung, -en",1. Wir fahren alle zusammen mit dem Zug. Das ist die beste Lösung. 2. Die Aufgabe ist nicht schwer. Die Lösung ist ganz einfach.
die Luft,"1. Oh, hier ist aber schlechte Luft. 2. Die Seeluft tut mir gut. 3. Bitte mach das Fenster auf. Ich brauche frische Luft."
"lügen, lügt, log, hat gelogen","1. Du sollst nicht lügen. 2. Glaube nicht alles, was man dir sagt. Es ist oft gelogen."
"die Lüge, -n",Das ist eine Lüge!
die Lust,1. Ich habe keine Lust zu grillen. 2. Hast du Lust auf einen Tee?
lustig,1. Ich habe einen lustigen Film gesehen. 2. Mir ist heute etwas Lustiges passiert.
"machen, macht, machte, hat gemacht",1. Was machst du am Wochenende? 2. Ich muss jetzt das Essen machen. 3. Ich habe die Betten noch nicht gemacht. 4. Soll ich dir die Suppe noch einmal warm machen? 5. Meine Arbeit macht mir viel Spaß. 6. Mach dir bitte keine Sorgen. 7. Was würden Sie an meiner Stelle machen? 8. Tut mir leid. Die Küche hat schon geschlossen. – Da kann man nichts machen. 9. Entschuldigung! – Das macht doch nichts. 10. Das macht zusammen 20 Euro.
"das Mädchen, -",1. Wir haben zwei Mädchen und einen Jungen.2. Familie Kurz bekommt ein Baby. – Junge oder Mädchen?
"der Magen, -""",Mit tut der Magen weh. Ich habe Magenschmerzen.
mager ,Bitte 1 kg mageres Fleisch.
"die Mahlzeit, -en",1. Die Tropfen bitte immer nach den Mahlzeiten einnehmen. 2. In Deutschland gibt es meist nur einmal am Tag eine warme Mahlzeit.
"die Mahnung, -en","Wenn du die Rechnung nicht pünktlich bezahlst, bekommst du eine Mahnung."
,
,
"der Makler, -",Wir haben unsere Wohnung über einen Makler bekommen.
mal ,(siehe einmal)
"das Mal, -e",1. Das machen wir nächstes Mal. 2. Das erste Mal war ich vor fünf Jahren in England. 3. Bis zum nächsten Mal.
"malen, malt, malte, hat gemalt",Das Bild hat mein Vater gemalt.
"der Maler, -",1. Wir haben die Maler im Haus. Wir lassen die Wände neu streichen. 2. Picasso ist vielleicht der bekannteste Maler der Welt.
"die Mama, -s ","Mama hat gesagt, dass ich um 18 Uhr zu Hause sein muss."
man,1. Wie schreibt man das? 2. Hier darf man nicht parken.
manch-,1. Manche Nachbarn sind unfreundlich. 2. An manchen Tagen ist das Zugfahren billiger.
manchmal,1. Manchmal gehe ich mit meiner Frau ins Café. 2. Rauchen Sie? – Manchmal.
"der Mann, -""er",1. In unserer Firma arbeiten fast nur Männer. 2. Mein Mann arbeitet bei der Post.
männlich ,Kreuzen Sie bitte an: „weiblich“ oder „männlich“.
"die Mannschaft, -en",Unsere Mannschaft hat 0 zu 1 verloren.
"der Mantel, -"" ",Es ist sehr kalt. Zieh deinen Mantel an.
"das Märchen, -",Meine Großmutter hat uns viele Märchen erzählt.
die Margarine ,Meine Frau isst nur Margarine und keine Butter.
"die Marke, -n",1. Ich habe meine Garderobenmarke verloren. 2. Markenschuhe sind mir zu teuer.
"markieren, markiert, markierte, hat markiert",Hier ist unser Hotel. Ich markiere Ihnen auf dem Plan den Weg zum Bahnhof.
"der Markt, -""e",1. Ich gehe heute auf den Markt. 2. Mittwochs und samstags ist bei uns Markt.
"die Marmelade, -n ",Bring bitte noch ein Glas Marmelade mit.
"die Maschine, -n",1. Ich habe eine neue Kaffeemaschine. 2. Unsere Maschine soll um 7 Uhr 10 starten.
"die Maßnahme, -n ",Die Agentur für Arbeit fördert Maßnahmen für Arbeitslose.
das Material,Aus welchem Material ist der Schrank? – Aus Holz.
die Mathematik ,Mein Neffe ist in Mathematik sehr gut.
"die Mauer, -n",Die Kinder sind über die Mauer geklettert.
"die Maus, -""e",1. Du klickst einfach mit der Maus auf das Symbol.2. Unsere Katze hat schon wieder eine Maus gefangen.
maximal,1. Wie lange braucht ein Brief? – Maximal zwei Tage.2. Wie schwer darf der Brief sein? – Maximal 20 g.
"der Mechaniker, -",1. Das kann nur ein Mechaniker reparieren.2. Karim ist Automechaniker. Er arbeitet bei Opel.
"das Medikament, -e",1. Dieses Medikament gibt es nur auf Rezept.2. Der Arzt hat mir ein Medikament verschrieben.3. Für dieses Medikament müssen Sie fünf Euro dazuzahlen.4- Dieses Medikament hat mir sehr gut geholfen.
die Medizin,1. Mein Sohn will Medizin studieren. 2. Du musst noch deine Medizin nehmen.
"das Meer, -e ",Wir machen immer Urlaub am Meer.
das Mehl,Ich möchte einen Kuchen backen. Ist noch genug Mehl da?
mehrere,1. Ich habe mehrere Leute gefragt. Aber niemand konnte mir helfen. 2. Viele Wörter haben mehrere Bedeutungen.
"die Mehrheit, -en ",Die Mehrheit der Menschen in Deutschland besitzt ein Handy.
die Mehrwertsteuer,Zwei Wochen am Meer kosten 1.300 Euro plus Mehrwertsteuer.
"meinen, meint, meinte, hat gemeint","1. Dieser Film ist gut. Was meinst du? 2. Ich meine, du solltest weniger rauchen."
"die Meinung, -en","1. Ich bin der Meinung, dass du recht hast. 2. Ich habe meine Meinung geändert. 3. Meiner Meinung nach gibt es hier zu viele Autos."
meinetwegen,Meinetwegen kannst du heute das Auto haben.
,
,
"meist-, die meisten",1. Wie gut kannst du Deutsch? – Das meiste verstehe ich. 2. Ich bin neu im Haus. Die meisten Nachbarn kenne ich noch nicht.
meistens (meist),"1. Meistens trinke ich zum Frühstück nur einen Kaffee.2. Seid ihr am Wochenende zu Hause? – Ja, meistens."
"der Meister, -","1. Ich weiß nicht, wie man das macht. – Dann frag doch den Meister. 2. Mein Vater ist Malermeister. 3. Unsere Mannschaft ist deutscher Meister geworden."
"melden, meldet, meldete, hat gemeldet",1. Ich habe schon zweimal angerufen. Aber es meldet sich niemand.2. Den Unfall müssen Sie der Versicherung melden.3. Ich melde mich auf Ihre Anzeige. Sie wollen ein Sofa verkaufen?4. Warum hast du dich so lange nicht gemeldet? Warst du krank?
"die Meldung, -en ",Hast du die Meldung im Radio gehört? Es wird starken Sturm geben.
"die Menge, -n","1. Diesen Preis gibt es nur, wenn Sie große Mengen kaufen.2. Wir haben noch eine Menge Zeit. 3. Ich kenne schon eine Menge Leute in der Stadt. 4. Das Auto hat bestimmt eine Menge Geld gekostet."
"der Mensch, -en",Die Menschen sind hier ein bisschen anders als im Süden.
menschlich,1. Fehler zu machen ist menschlich. 2. Der Chef hat uns immer menschlich behandelt.
"merken, merkt, merkte, hat gemerkt","1. Ich habe nicht gemerkt, dass es schon so spät ist. Ich muss gehen. 2. Ich kann mir keine Zahlen merken. Ich vergesse sie sofort wieder."
merkwürdig ,Das ist eine merkwürdige Geschichte.
"die Messe, -n",1. Kommst du mit zur Automobilmesse? 2. Vielleicht kann ich auf der Messe einen Job bekommen.
"messen, misst, maß, hat gemessen",1. Haben Sie schon Fieber gemessen? 2. Ich habe das Zimmer ausgemessen. Es sind genau 20 m2.
"das Messer, - ",Das Messer schneidet nicht gut.
"das Metall, -e ",Dieser Tisch hier ist ganz aus Metall.
"die Methode, -n","Weißt du eine gute Methode, um schnell gut Deutsch zu lernen?"
"die Metzgerei, -en",Diese Metzgerei hat sehr gute Wurst.
"mieten, mietet, mietete, hat gemietet",1. Wir haben die Wohnung für drei Jahre gemietet.2. Im Urlaub haben wir ein Auto gemietet.
"die Miete, -n ",1. Unsere Miete ist sehr hoch. 2. Wie viel Miete bezahlst du?
"der Mieter, -",Jeder Mieter muss zwei Monats- mieten als Kaution bezahlen.
"der Migrant, -en ",Viele Migranten kommen aus Osteuropa.
die Migration,Der Verein berät zum Thema Migration.
der Migrationshintergrund,Dieser Kurs ist für Menschen mit Migrationshintergrund.
die Milch,Stellst du bitte die Milch in den Kühlschrank?
mild,"1. Möchten Sie die Soße scharf? – Nein, bitte ganz mild.2. Wie wird das Wetter? – Es soll etwas milder werden."
"die Minderheit, -en",Frauen sind in unserer Firma in der Minderheit.
mindestens,1. Ein guter Fernsehapparat kostet mindestens 1000 Euro.2. Bitte kommen Sie mindestens eine Stunde vor Abflug zum Flughafen.
das Mineralwasser,Kann ich bitte ein Mineralwasser haben?
"mischen, mischt, mischte, hat gemischt","1. Ich möchte ein gemischtes Eis mit Sahne.2. Wie möchten Sie das Geld? – Bitte gemischt, große und kleine Scheine."
"missverstehen, missversteht, missverstand, hat missverstanden",Sie haben mich missverstanden.
"das Missverständnis, -se",Das ist ein Missverständnis. Das habe ich nicht gesagt.
mit,1. Ich gehe heute Abend mit Maria aus. 2. Wir suchen eine Dreizimmerwohnung mit Küche und Bad. 3. Ich hätte gern einen Tee mit Zitrone. 4. Mit meiner Mutter sind wir acht Personen. 5. Ich bin mit dem Fahrrad gekommen.
"der Mitarbeiter, - ",Unsere Firma hat sieben Mitarbeiter.  
miteinander,Sprechen Sie bitte miteinander.
"das Mitglied, -er ",Sind Sie Mitglied in unserem Verein?
die Mitte,"1. Wo möchten Sie sitzen? – In der Mitte. 2. Bis Mitte der Woche bin ich fertig. 3. Ich habe Urlaub bis Mitte August. 4. Den Schrank stellen wir ans Fenster,den Tisch in die Mitte."
,
,
"mitteilen, teilt mit, teilte mit, hat mitgeteilt",Den Prüfungstermin teilen wir Ihnen noch mit.
"das Mittel, -",Haben Sie ein Mittel gegen Magenschmerzen? Der Arzt hat mir ein Mittel gegen Grippe verschrieben. Das neue Waschmittel ist sehr gut.
mitten,Wir haben eine Wohnung mitten in der Stadt. Das Flugzeug hatte Verspätung. Wir sind erst mitten in der Nacht angekommen.
mittler-,In den mittleren Reihen sind noch Plätze frei.
" das Möbel, -",Wir haben uns neue Möbel gekauft. 
möbliert ,Ich suche ein möbliertes Zimmer.
"das Mobiltelefon, -e",Wir können Ihnen einen günstigen Vertrag für Ihr Mobiltelefon anbieten.
"die Mode, -n",Wie findest du die neue Mode? Welche Farbe ist denn jetzt gerade in Mode?
"das Modell, -e",Wie findest du dieses Auto? – Dieses Modell gefällt mir nicht.
modern,Die Wohnung ist modern eingerichtet. Das Stadtzentrum von Frankfurt ist ganz modern.
"mögen, mag, mochte, hat gemocht","Ich mag keinen Reis. Möchtest du noch ein Stück Kuchen? Ich möchte gern Herrn Schmidt sprechen. Herr Müller, Sie möchten bitte sofort zum Chef kommen."
möglich ,Kann ich bitte sofort einen Termin haben? – Das ist leider nicht möglich.
"die Möglichkeit, -en",Sie wollen ans Meer? Da gibt es mehrere Möglichkeiten.
möglichst,"Sagen Sie mir bitte möglichst bald, ob Ihnen der Termin passt. Wir suchen eine Wohnung, möglichst im Erdgeschoss."
"der Moment, -e",Warten Sie bitte einen Moment. Einen Moment bitte.
"der Mond, -e ",Bei Vollmond kann ich nicht schlafen.
"der Monitor, -e",Ich habe mir einen größeren Monitor gekauft. Der ist besser für meine Augen.
"der Motor, -en ",Der Motor ist kaputt. Das Auto fährt nicht mehr.
"das Motorrad, -""er",Oskar fährt jeden Tag mit dem Motorrad zur Arbeit.
müde,Ich bin müde. Ich gehe schlafen.
die Mühe,1. Vielen Dank für Ihre Mühe. 2. Du musst dir in der Schule ein bisschen mehr Mühe geben.
der Müll,1. Wirf doch bitte die Dosen in den Müll! 2. Wir müssen den Müll trennen!
die Müllabfuhr ,Wann kommt die Müllabfuhr? 
"der Mülleimer, - ",Wirf das bitte in den Mülleimer! 
"die Mülltonne, -n",Die Mülltonne ist voll. 
der Sperrmüll,Das alte Sofa muss auf den Sperrmüll. 
"der Mund, -""er",Sie haben Halsschmerzen? Bitte machen Sie mal den Mund auf.
mündlich,Die mündliche Prüfung ist erst nächste Woche.
"die Münze, -n ",Der Automat nimmt nur Münzen.
"das Museum, Museen",Wir waren mit unserer Klasse im Museum.
die Musik,1. Wie findest du die Musik? 2. Spanische Musik mag ich sehr. 3. Was für Musik hörst du gern?
"der Musiker, - ",Mein Bruder möchte Musiker werden.
"der Muskel, -n",Im Fitness-Studio trainieren wir unsere Muskeln.
"müssen, muss, musste, hat gemusst/... müssen",1. Wie lange müssen Sie arbeiten? 2. Sie müssen die Miete pünktlich überweisen. 3. Ich muss jeden Tag von 8 bis 18 Uhr arbeiten. 4. Du musst mich nicht abholen. Nur wenn du willst.
der Mut,"Man braucht viel Mut, um in einem fremden Land ganz neu anzufangen."
mutig,"Es war sehr mutig von dir, deine Meinung laut zu sagen."
"die Mutter, -""",1. Meine Mutter heißt Klara. 2. Dieser Raum ist für Mütter mit kleinen Kindern reserviert.
,
nach,1. Ich fahre morgen nach Hamburg. 2. Ich muss jetzt nach Hause. 3. Wir treffen uns nach dem Essen. 4. Es ist schon nach acht. Wir müssen
"der Nachbar, -n",uns beeilen. Unsere neuen Nachbarn sind sehr nett.
nachdem,"Nachdem wir gegessen hatten, sind wir spazieren gegangen."
,
,
"nachdenken, denkt nach, dachte nach, hat nachgedacht","Ich weiß nicht, was ich machen soll. Ich muss nachdenken."
nachher,Ich rufe nachher noch mal an.
"nachholen, holt nach, holte nach, hat nachgeholt",1. Ich möchte gerne meine Familie nach Deutschland nachholen. 2. Sie können die Prüfung nächsten Monat nachholen.
"die Nachricht, -en",1. Ich habe eine gute Nachricht für Sie. Sie haben die Prüfung bestanden.2. Ich habe im Radio die Nachrichten gehört.3. Im Moment bin ich nicht zu Hause. Aber Sie können eine Nachricht hinterlassen.
"nachschlagen, schlägt nach, schlug nach, hat nachgeschlagen",Ich kenne das Wort nicht. Das musst du im Wörterbuch nachschlagen.
"die Nachspeise, -n",Was möchten Sie als Nachspeise?
" der Nachteil, -e",Einen Nachteil hat die Wohnung. Sie liegt nicht zentral.
der Nachtisch ,Was gibt es zum Nachtisch?
"die Nadel, -n",Hast du eine Nadel für mich? Ich muss einen Knopf annähen.
"der Nagel, -""",1. Kannst du mir den Nagel in die Wand schlagen? 2. Ich muss mir die Fingernägel schneiden.
nah(e),"Wie weit ist es zum Bahnhof? – Das ist ganz nah, nur zwei Minuten von hier."
die Nähe,Die Post ist ganz in der Nähe.
nächst-,1. Wo ist hier die nächste Apotheke? 2. Rufen Sie bitte nächste Woche noch einmal an. 3. Wann fährt der nächste Zug nach Frankfurt? 4. Wer ist der Nächste bitte?
"nähen, näht, nähte, hat genäht",1. Meine Mutter näht ihre Kleider selbst. 2. Wir müssen die Wunde nähen.
naja,"Tut mir leid, wir haben schon geschlossen. – Naja, da kann man nichts machen."
"der Name, -n",1. Wie ist Ihr Name? 2. An den Namen kann ich mich nicht mehr erinnern. 
"der Familienname, -n ",Ludin ist mein Familienname. 
"der Mädchenname, -n ",Wie ist Ihr Mädchenname? 
"der Vorname, -n",Mein Vorname ist Thomas.
nämlich,Ich muss leider gehen. Ich habe nämlich noch einen Termin beim Zahnarzt.
"die Nase, -n",Haben Sie Nasentropfen? Ich bin sehr erkältet.
